107,5.0123,3.0873,1.9336,3.303
127,5.1433,2.5675,2.2704,2.2093
150,3.1179,4.6833,4.3168,3.3272
169,5.9805,3.128,2.8856,4.2099
200,12.042,7.0659,3.7132,4.063
307,3.5055,3.747,3.4026,2.4438
384,3.5684,5.0619,5.1578,5.3784
454,6.0153,4.1597,3.68,3.5654
545,3.8059,3.6402,3.0106,2.5625
546,4.0126,3.3623,2.732,3.4826
644,9.1019,7.2601,2.8492,1.5349
668,2.8308,2.8647,2.3909,1.7504
679,4.323,4.7053,2.2742,2.3386
722,3.8979,4.972,3.2415,3.0903
741,8.7783,4.1694,3.4363,4.07
800,8.162,6.3792,3.8724,3.4639
919,2.22,2.2498,2.4574,2.4584
1045,6.9303,4.9477,3.4039,4.1796
1072,2.9054,3.6386,2.8722,3.4707
1122,16.439,14.811,3.9836,4.1951
1155,10.36,4.5341,3.6088,3.7046
1187,7.3173,4.329,3.0586,2.7344
1246,4.6432,3.6089,3.4542,3.7994
1269,6.7917,5.4543,3.129,2.9719
1300,4.7363,3.6058,3.12,2.6735
1414,11.051,4.1179,2.388,2.8377
1418,5.2161,4.9378,2.8443,2.3602
