21,9.67,24.297,17.367,24.604,17.367,24.604,17.367,24.604,0
21,10.67,10.127,8.9504,6.016,8.0884,5.7075,7.9352,33.76,1
21,3.33,24.403,17.65,24.367,11.819,9.1239,9.5036,6.5245,1
21,3.33,20.39,15.018,23.008,6.637,7.4074,7.7592,3.9706,0
21,6.67,6.6232,5.9524,4.9698,5.4595,4.7171,9.5389,5.9711,1
21,6.67,21.11,15.972,20.849,6.879,6.967,5.5735,3.9146,0
21,1,7.9889,7.4644,5.2556,6.9689,4.7343,7.9556,2.2,1
21,1,17.631,13.76,20.437,4.4003,6.5968,5.0803,3.1248,0
21,1,5.8619,5.5141,5.1,4.6887,4.6454,5.8119,2.6732,0
21,1,5.815,5.522,5.122,4.1892,4.5815,3.8062,1.713,0
21,4,5.779,5.5419,5.149,3.7944,4.5343,2.8509,1.2909,1
21,4,13.971,10.602,13.469,3.504,7.5612,4.2845,5.0721,0
21,5,6.6477,6.728,5.2532,4.696,4.6048,2.9659,1.2343,1
21,5,13.01,10.788,10.765,5.3361,6.3462,4.145,3.1613,0
21,1,7.1894,7.4643,5.4369,5.3333,4.6314,3.381,1.1809,1
21,1,12.186,9.7463,13.589,3.0371,6.5538,3.9647,3.0852,0
21,5,5.796,6.143,5.1495,3.7137,4.4888,2.2458,1.0572,1
21,5,14.478,11.868,12.782,4.6652,5.8901,2.9779,2.6763,0
21,5,7.6219,8.2577,5.6649,5.4741,4.66,3.1153,1.203,0
21,5,8.4188,9.0614,6.0452,6.271,4.8723,3.6225,1.961,0
21,5,8.5338,9.2792,6.1425,6.1994,4.7918,4.0415,1.4986,1
23,8,23.647,15.651,28.943,15.651,28.943,15.651,28.943,0
23,8,9.6547,8.4294,4.9954,7.9019,4.8578,6.3695,38.326,1
23,8,21.753,15.287,23.611,9.8845,9.0895,7.9235,6.4415,1
23,8,20.64,16.861,21.366,11.44,9.0777,7.8821,7.3732,0
23,6,9.2568,8.5301,4.9507,7.8812,4.6896,7.8578,3.8364,1
23,6,18.528,14.05,20.099,7.6628,6.4375,7.9266,3.2116,0
23,6.67,8.0392,7.5872,4.8094,6.7808,4.537,6.7038,2.2227,1
23,6.67,22.843,16.978,25.088,9.1434,6.9011,7.4509,3.7359,0
23,5.67,8.8904,8.3636,4.8657,7.4702,4.5292,6.6774,1.8082,1
23,5.67,22.061,15.696,26.511,6.9928,7.0195,6.9953,3.8146,0
23,10,8.3924,8.1057,4.8239,7.0482,4.4764,6.2222,1.5475,1
23,10,22.029,15.43,22.81,9.2618,11.43,7.0169,10.136,0
23,10,10.427,10.285,5.4379,9.174,4.7546,7.3835,1.3827,1
23,10,21.706,15.602,18.168,10.796,7.5621,8.6867,5.3365,0
23,9,10.493,10.516,5.572,9.5342,4.7436,8.1293,1.3284,1
