51,17.67,25.791,28.351,20.036,28.351,20.036,28.351,20.036,0
51,16,14.579,17.406,13.989,17.329,13.988,17.52,33.421,1
51,15,22.251,25.38,18.902,23.004,17.921,16.941,12.488,1
51,16,21.3,24.833,19.253,20.698,17.419,16.142,7.9735,1
51,16.33,22.426,25.259,19.345,20.027,16.703,16.141,5.5823,1
51,16.33,22.751,25.125,18.623,19.958,16.211,16.177,4.9074,0
51,18,16.114,18.413,14.02,18.058,14.009,16.099,8.3447,1
51,18,25.159,26.808,20.178,20.513,16.834,16.449,5.7688,0
51,18,15.419,17.882,13.913,17.76,13.91,16.649,6.1414,0
51,18,15.561,17.934,13.906,17.825,13.902,17.083,4.3564,0
51,18,15.714,17.989,13.902,17.893,13.897,17.323,3.4306,0
51,18,15.892,18.05,13.898,17.967,13.893,17.481,2.8779,0
51,20,16.077,18.117,13.897,18.047,13.891,17.595,2.5304,1
51,20,21.14,22.443,14.453,22.347,14.439,17.912,4.5199,0
51,22,20.842,22.467,14.069,22.233,14.057,18.358,4.537,1
51,22,21.714,22.783,14.539,22.543,14.501,19.309,5.3479,0
51,31,21.023,22.41,13.911,22.381,13.905,19.121,3.0828,1
51,31,30.263,31.344,15.048,31.122,14.978,21.812,13.734,0
51,38,31.015,31.636,13.94,31.666,13.934,23.769,8.3907,1
51,38,38.84,38.496,14.274,38.503,14.247,31.745,10.77,0
51,48,39.004,38.835,13.986,38.944,13.978,34.855,9.278,1
61,5,26.826,30.699,25.825,30.699,25.825,30.699,25.825,0
61,14.67,7.4917,10.85,14.34,10.155,14.321,4.938,54.897,1
61,13,30.874,34.261,23.753,24.136,19.628,6.7863,14.784,1
61,13,30.933,33.382,24.707,19.63,18.627,9.7229,8.6716,0
61,11,11.427,15.122,14.428,13.952,14.358,13.178,9.5305,1
61,11,25.436,28.599,21.831,15.865,16.918,11.267,5.2052,0
61,9.67,10.094,13.707,14.364,12.548,14.285,12.367,5.795,1
61,9.67,21.8,25.561,21.896,12.179,16.667,10.97,4.3669,0
61,16.67,9.2059,12.752,14.344,11.589,14.252,11.518,4.2931,1
61,16.67,29.787,33.973,23.912,18.531,16.896,10.753,5.8845,0
61,22,14.445,18.202,14.437,17.125,14.323,13.112,3.6183,1
61,22,21.869,25.133,14.64,23.376,14.458,15.231,5.361,0
61,20,19.175,22.664,14.452,21.718,14.312,17.154,3.4097,1
61,20,20.943,23.635,14.657,21.85,14.439,17.65,3.2465,0
61,29,17.666,21.032,14.451,20.059,14.288,18.048,2.4202,1
61,29,27.639,29.714,14.61,28.343,14.382,21.888,5.0234,0
61,29,25.904,28.553,14.512,27.888,14.32,23.85,3.6356,1
61,29,26.724,28.415,14.88,27.556,14.645,24.676,3.8369,0
61,36,27.465,29.528,14.495,28.961,14.312,26.671,4.0588,1
61,36,33.058,34.689,14.68,34.225,14.423,30.592,4.2158,0
61,35,34.285,35.589,14.579,35.354,14.355,33.88,4.6302,1
108,21,36.077,36.659,22.513,36.659,22.513,36.659,22.513,0
108,28,17.945,20.769,13.977,20.627,13.975,20.786,42.592,1
108,19.67,42.56,43.3,22.417,37.801,19.566,22.283,17.294,1
108,26.33,32.309,34.272,22.07,24.482,18.334,22.37,9.3048,1
108,25.67,37.114,37.446,22.246,27.834,17.5,23.108,6.4943,1
108,25.67,36.201,36.664,21.972,27.026,16.945,24.173,5.7691,0
108,32,24.703,26.676,13.931,26.519,13.927,26.113,9.8124,1
108,32,44.733,45.242,23.701,35.068,17.498,23.903,9.7898,0
108,41.33,30.433,32.094,13.927,31.972,13.922,28.333,7.5253,1
108,41.33,56.494,56.378,27.689,43.612,18.813,25.654,15.033,0
108,45,40.985,41.704,13.979,41.62,13.972,35.581,10.189,1
108,45,42.635,44.045,15.103,43.747,15.064,37.889,24.453,0
108,65,46.817,46.651,13.986,46.61,13.977,41.729,9.4004,1
108,65,62.45,62.028,15.553,61.774,15.49,56.167,18.58,0
108,65,69.08,66.253,14.307,66.475,14.286,67.379,18.001,0
108,65,67.743,65.174,14.321,65.329,14.285,65.289,8.124,0
108,65,67.899,65.205,14.31,65.362,14.258,65.682,5.1783,0
108,65,68.055,65.234,14.302,65.394,14.237,65.994,3.8438,0
108,65,68.21,65.263,14.298,65.425,14.221,66.272,3.0997,0
108,65,68.366,65.291,14.298,65.454,14.209,66.528,2.6393,0
108,65,68.521,65.319,14.302,65.479,14.202,66.764,2.3386,0
