51,4.1482,5.643,4.3981,5.0995
61,7.2629,5.3723,4.6,5.8416
108,8.193,10.848,8.2656,8.4903
112,4.5692,5.9609,5.2457,3.4344
123,6.9599,4.4624,3.8752,4.4749
126,5.232,4.9273,4.5985,5.0516
135,5.6185,9.3231,4.7649,3.861
142,7.034,7.9653,5.6744,4.0952
214,2.8146,4.5572,4.3485,6.4948
256,8.873,13.988,8.5693,8.2217
259,3.8248,4.0485,3.8962,4.8308
269,8.7695,11.102,6.7263,10.043
276,4.3949,6.4464,4.5348,2.7348
331,5.2706,4.4335,3.6407,5.3707
361,5.1729,8.2033,5.7943,5.5051
376,4.3175,6.2303,4.5356,3.6354
378,6.2068,8.2211,7.0301,9.5553
388,8.4676,19.876,7.6776,6.4886
539,11.785,10.474,8.4178,5.5273
548,4.7993,7.471,6.9327,7.3382
626,3.5761,5.4412,4.9899,3.591
649,4.5941,8.0602,6.8082,5.6916
658,5.5147,6.1382,3.7776,2.4388
671,5.4443,6.4529,4.6812,6.519
698,5.6183,9.2942,6.1957,5.301
729,4.3531,5.56,3.6875,5.3189
752,8.5904,11.213,5.6186,4.6531
778,7.4229,5.4442,4.437,4.6587
830,8.6355,11.832,5.8353,2.0262
835,5.1781,7.2673,4.1442,2.7283
869,2.4521,3.2407,2.7928,5.4733
887,4.8197,10.159,8.9872,9.5496
906,7.3791,11.01,7.4027,7.2379
952,5.5306,8.9532,4.1883,4.4162
972,5.933,5.7608,4.9216,3.2815
984,8.8844,11.172,10.08,9.17
985,12.372,7.1584,5.3497,4.4959
994,8.9231,9.2405,7.2476,8.052
1078,7.0456,7.8109,5.3892,3.7309
1097,2.0904,2.7096,2.7045,2.9944
1098,2.9973,3.383,3.3362,4.6938
1123,8.4831,6.8116,6.1715,5.6615
1186,6.997,8.1821,6.4329,5.1808
1268,6.8815,6.3145,5.4827,3.5642
1318,15.929,18.869,10.398,8.9532
1346,11.213,12.623,6.5877,3.3752
1351,9.8764,13.948,8.5272,8.7289
1427,6.832,5.7738,5.0365,5.2508
