ID,base model error,source model error,adapted model error,target model error
91,0.496232066303,0.120338920222,0.0511389855219,0.0289462042625
92,0.459016917892,0.0940993812712,0.0922556278093,0.0946585989373
93,1.003189344,0.199766452275,0.0845705422037,0.083482917031
94,0.714020775801,0.106327135382,0.0698782173493,0.0672501422566
95,0.661281741408,0.205190475157,0.0588246398441,0.075479445048
96,0.844968531348,0.15234994225,0.101781100663,0.0543497392193
97,0.323559744587,0.162610554544,0.0996904450518,0.0659841159801
98,0.406272457796,0.0507489443372,0.0465263523225,0.044894776561
99,0.374441418764,0.0788579713629,0.0624389125799,0.045891912024
100,0.180846042761,0.089448236006,0.088884445641,0.108699212825
