ID,base model error,source model error,adapted model error,target model error
41,0.31437870828492304,0.09866795737600184,0.09630323987227404,0.10139794629929486
42,0.42944249680302365,0.14068711000157622,0.05114673242900681,0.06411533300024713
43,0.2643336415843963,0.02655961168016443,0.02612364336395646,0.043674765912010284
44,0.317795910779953,0.046882603645302466,0.04325886868903518,0.04677410703455338
45,0.2255727457447052,0.053562320672695306,0.05156839648233456,0.04330608238513711
46,0.6814822222222222,0.08930679944856326,0.06959032606299055,0.10066011474290487
47,0.49589127188491816,0.07806133770016985,0.05088050369014335,0.07028045786724788
48,0.8174978174991605,0.13441747243697524,0.06696046517546683,0.0693635556869528
49,0.3162025438141823,0.13351163395977333,0.0718014824070157,0.06492790330094061
50,0.32558865118885044,0.09992949468120163,0.049936320114584806,0.05067087234709714
