ID,base model error,source model error,adapted model error,target model error
81,0.3417740651095907,0.11038389406675701,0.10222781303463287,0.06402202942851465
82,0.21656700107786386,0.15921644906618257,0.08632004153804093,0.08625983851726043
83,0.29707359669673444,0.07509288671296814,0.04923338411599154,0.05820704138012387
84,1.8695203175608313,0.10810593685961963,0.05503873841715931,0.055596242243698774
85,0.5035203880071639,0.09521625860112574,0.07269777743065217,0.049366742718531274
86,0.23896121233701706,0.07074802578108325,0.049675752469973855,0.06776535072744751
87,0.8733319999999999,0.10936245166127863,0.06146947911608926,0.05789325588902372
88,0.6019768494971592,0.09574467351942702,0.0860550551345528,0.06296466244055848
89,0.32699523530900476,0.050955048384601645,0.04160474975861957,0.0475824975807295
90,0.2326667942276001,0.08829384921978736,0.052531014172786106,0.061369370077487086
