ID,base model error,source model error,adapted model error,target model error
1261,1.31499402057,0.147179878403,0.0985600357474,0.0671000456699
1268,0.387833054406,0.108089966199,0.126873081211,0.11850285824
1269,0.803243059705,0.0671400011588,0.064289140334,0.0776690101466
1300,0.839367780043,0.209851445672,0.123121026728,0.0976719963979
1318,0.326820923762,0.229129831888,0.0999324890929,0.156331962307
1346,0.364235116816,0.0909305715614,0.0858639250173,0.0522581240704
1351,0.808701248398,0.455544676396,0.148344961097,0.115512464992
1414,0.343559652958,0.124580439948,0.127364059438,0.0784341840811
1418,0.571940079703,0.250310020446,0.0862737243867,0.0738090432655
1427,0.526174718372,0.130280937443,0.125344691841,0.126516620479
