107,1.8399,1.9387,3.118
127,2.2668,2.3995,2.1128
150,4.0095,3.4739,3.1351
169,3.8664,3.6065,4.5076
200,4.648,4.6988,4.0063
307,3.2515,3.1035,2.6847
384,4.9375,5.1869,5.6571
454,3.8058,3.3895,4.0279
545,3.1709,2.7788,2.9518
546,5.0205,3.1257,3.6205
644,1.7727,1.9368,1.7105
668,2.9828,2.3754,1.7101
679,2.6116,2.8172,2.6034
722,2.9481,2.9902,3.246
741,4.0066,4.0466,3.8861
800,5.9869,3.625,3.7348
919,3.5671,2.7705,2.8008
1045,3.6894,3.3906,4.0535
1072,3.6221,2.9927,3.9826
1122,4.0088,4.4213,4.5811
1155,4.4734,4.4411,3.9456
1187,3.607,3.8884,2.7874
1246,4.5933,4.1003,4.2114
1269,2.1517,2.2246,2.7919
1300,2.4543,2.4074,2.7871
1414,2.7188,3.5594,3.1501
1418,2.9022,2.7762,2.2785
