51,3.1949,3.4044,5.8026
61,4.8425,4.3063,6.5442
108,7.9244,8.064,8.806
112,2.6395,2.3913,3.2396
123,3.1971,3.1659,4.3515
126,4.1374,4.3468,6.0822
135,3.9453,3.9854,3.9104
142,4.5812,3.9867,4.0498
214,4.3855,4.6665,7.5256
256,8.2087,8.8121,7.7533
259,3.372,3.4751,4.7376
269,6.817,7.7582,11.374
276,3.4234,3.942,2.9143
331,3.3878,3.394,6.2105
361,5.9238,4.439,6.0128
376,3.4899,3.7242,3.5736
378,6.8687,7.033,10.859
388,9.5657,6.5031,6.7044
539,4.076,4.5286,5.5602
548,5.4974,5.5158,7.4683
626,3.8012,3.8809,3.5053
649,7.3871,5.4123,5.2285
658,2.3264,2.4129,2.4863
671,4.6692,4.5994,7.8176
698,4.9097,4.8608,6.0029
729,2.9176,2.7675,6.0924
752,5.5241,3.8711,4.9587
778,3.8306,3.6388,4.7193
830,4.4048,2.9818,1.7051
835,3.2405,2.3449,2.8998
869,3.6375,4.1206,6.459
887,8.0601,8.3585,14.04
906,6.4766,6.3617,7.4357
952,6.6419,2.6586,4.1782
972,3.3251,3.3701,3.2036
984,9.2162,9.2681,11.186
985,3.5239,3.2708,4.5888
994,6.1468,5.2807,8.3932
1078,3.3764,3.2398,3.8602
1097,3.6341,3.2967,3.1186
1098,3.1518,2.8828,4.53
1123,3.9154,3.7144,5.7159
1186,5.5485,5.4342,5.3344
1268,3.0081,3.1179,3.0642
1318,8.3253,8.1156,9.4211
1346,3.3785,3.4861,3.4064
1351,6.6428,6.0692,9.3958
1427,4.4124,4.2247,4.8218
