ID,base model error,source model error,adapted model error,target model error
21,0.955215773379,0.120549319584,0.06985237166,0.0857479963017
22,0.232106990605,0.132782861582,0.0628403678695,0.0476935984748
23,0.262704659015,0.0777468197597,0.0766505595031,0.0770400058493
24,0.375659194346,0.12467468821,0.118714769791,0.0950576590865
25,0.916668,0.1074242715,0.0588541602748,0.0723013988327
26,0.236886225304,0.0659462398376,0.0612751123373,0.0528362429076
27,0.406393534777,0.0598658113919,0.0503774840319,0.0508751572286
28,0.40340462306,0.0821532392556,0.0730815102787,0.0972358914325
29,0.554637731846,0.0907066163908,0.0391889003357,0.0388392607717
30,0.272884787896,0.193902068516,0.0670988044616,0.0744482616281
