ID,base model error,source model error,adapted model error,target model error
120,0.536308067395,0.181196602579,0.113836589919,0.0514676881534
123,0.565440249544,0.211722861559,0.135934240886,0.130291918167
126,0.213494724394,0.137544262582,0.104518477976,0.103365670738
127,0.939087020368,0.145504622621,0.0830038668253,0.0853967972375
130,1.70164612044,0.130051866419,0.0895145156437,0.041247656045
135,0.69726756371,0.0728801108044,0.0799157157643,0.0638662149056
142,0.630189744631,0.141964833401,0.0898131249446,0.0612293444242
150,0.394652950708,0.231032966426,0.123562125637,0.108115861267
169,0.795640248731,0.12448541762,0.0657204119706,0.038425682916
172,0.730813111572,0.196943709925,0.0624997405216,0.0855596509542
