ID,base model error,source model error,adapted model error,target model error
722,0.237582404997,0.0807182639823,0.0495401828952,0.0446780561283
729,0.472613922081,0.19753778729,0.123964688501,0.0782328454918
741,0.575311406067,0.12766933833,0.0638531405522,0.0724271600396
752,0.646332425026,0.113368912438,0.11185779806,0.10231747441
778,0.61850910832,0.169552257523,0.0944530942593,0.127854502827
800,0.200973999224,0.122150734599,0.0634503973648,0.0822401640457
830,0.433481198618,0.197012876448,0.125166069167,0.0984930355977
835,0.621387265973,0.1526227593,0.0938399054779,0.0629384945292
869,0.565767686814,0.0821458802336,0.0897067269293,0.0976673218145
887,0.238648551404,0.119159956454,0.0882787245545,0.0703273081689
