ID,base model error,source model error,adapted model error,target model error
71,0.529034426157,0.121678631649,0.0937635493187,0.0726553768382
72,0.981034271107,0.0587153207959,0.0490411972868,0.0673416672628
73,0.939041131011,0.0795205699082,0.0843355243078,0.108062981155
74,0.393114801288,0.088295336009,0.0542894491343,0.0388337734291
75,0.412005569283,0.0492695128226,0.0517658590342,0.0411738489797
76,0.611966178601,0.22393729593,0.103296048,0.140253862244
77,0.708479991101,0.0922782629366,0.0544138161097,0.0683004126088
78,0.309840105238,0.200700526497,0.101088712533,0.103323003866
79,0.219590385801,0.0879127449812,0.087541698408,0.0710667996263
80,0.26223221084,0.0491962767651,0.0568887073715,0.0643986473219
