21,9.67,34.705,16.66,37.453,16.66,37.453,16.66,37.453
21,10.67,11.855,9.7236,6.6311,8.9475,6.1694,6.5087,48.951
21,3.33,35.369,15.537,38.419,9.7465,10.488,9.3258,7.7067
21,3.33,30.171,15.753,31.753,8.4519,7.8383,7.8036,4.9465
21,6.67,7.8217,7.2,5.1658,7.0704,4.7155,10.123,6.1142
21,6.67,28.637,16.888,28.553,8.1927,7.3941,6.0473,4.5384
21,1,9.512,8.7135,5.5553,8.2971,4.6417,8.1579,2.1615
21,1,25.125,15.097,25.399,6.2868,6.9144,5.6717,4.1548
21,1,5.5222,5.0253,5.1369,3.7638,4.462,6.2452,3.7825
21,1,5.3603,4.912,5.1481,3.1578,4.3519,3.4556,2.0269
21,4,5.2049,4.7957,5.1646,2.6933,4.2722,2.4224,1.4263
21,4,21.618,15.398,18.652,7.6632,9.3635,4.6717,8.649
21,5,7.0961,7.0689,5.2897,4.7413,4.3299,2.8971,1.2697
21,5,21.01,16.478,16.378,8.3566,7.4847,5.1108,5.4684
21,1,7.4442,7.4478,5.4606,4.8921,4.3102,3.3761,1.1278
21,1,19.57,15.89,16.074,5.9529,6.0926,3.8993,3.2923
21,5,5.2243,5.4609,5.1285,2.8442,4.2365,1.9735,1.3098
21,5,18.989,16.506,16.408,5.3784,6.5449,2.6342,4.2643
21,5,7.149,7.3129,5.6288,4.2812,4.2924,3.08,1.0758
21,5,6.7898,6.7269,5.9065,3.8565,4.4125,3.3795,1.593
21,5,6.8423,6.8105,5.9615,4.1097,4.343,3.8493,1.2295
23,8,34.677,12.973,44.199,12.973,44.199,12.973,44.199
23,8,11.158,8.6998,5.4212,8.3497,5.2021,4.9206,56.143
23,8,28.801,13.923,29.138,10.5,8.7954,8.2275,6.699
23,8,29.865,15.834,26.903,11.633,8.7056,8.0109,7.0669
23,6,11.01,8.5591,5.4444,7.7908,4.801,7.7784,3.6992
23,6,27.041,15.416,25.344,10.299,6.8658,7.9983,3.9693
23,6.67,9.5446,7.7475,5.0805,6.6392,4.4211,6.6544,2.1315
23,6.67,29.991,15.067,28.649,8.3607,8.0321,7.0245,5.6507
23,5.67,9.4783,8.0209,5.0124,6.9952,4.3527,6.6477,2.1727
23,5.67,30.093,17.113,28.863,9.8632,8.3037,6.7901,5.9809
23,10,8.6576,7.5083,4.8948,6.3488,4.2519,6.0963,1.8564
23,10,32.273,14.819,35.182,7.5508,13.398,6.8182,12.072
23,10,11.589,10.103,5.4324,9.0775,4.3715,7.2302,1.1993
23,10,29.607,15.226,30.582,9.1287,8.9228,8.1555,6.5593
23,9,11.513,10.31,5.4236,9.4983,4.3167,7.9931,1.1223
23,9,32.743,14.867,37.723,9.6305,8.2245,9.8542,5.0025
23,10,10.74,9.9308,5.302,9.1814,4.2427,8.2462,1.0858
23,10,32.248,15.934,33.361,10.012,6.303,9.2936,2.977
23,10,11.381,10.653,5.6684,9.974,4.5032,8.9144,1.992
23,10,11.359,10.727,5.7168,10.071,4.4108,9.3843,1.4738
23,10,11.342,10.808,5.7693,10.154,4.3441,9.6579,1.1999
31,1.67,13.568,9.6774,11,9.6774,11,9.6774,11
31,4.67,4.7933,4.8269,3.8633,4.8062,3.8633,1.4515,19.845
31,4,14.219,11.04,10.684,6.5146,7.1719,2.2331,5.4738
31,4,14.173,11.427,10.009,6.4638,6.3032,3.1629,4.5644
31,3.33,5.6791,5.575,3.8442,5.4161,3.8369,4.26,2.8297
31,3.33,9.9042,8.0673,9.0516,3.2165,5.9687,3.458,4.1727
31,8,5.0264,5.0829,3.8246,4.9605,3.8163,3.8937,1.6653
31,8,13.444,11.468,9.3865,6.6012,5.6101,3.4581,3.3425
31,5.67,7.1888,7.2539,3.8447,7.1549,3.8333,5.2635,1.3304
31,5.67,12.794,10.815,9.7942,5.9844,5.4852,5.0758,2.6666
