ID,base model error,source model error,adapted model error,target model error
61,0.596464244634,0.0956781701947,0.0470618514621,0.0579243046879
62,0.267490943947,0.0640730414143,0.0709852032871,0.0608153937147
63,0.434186723194,0.0515900254635,0.0234545565958,0.0425623289112
64,0.424368784262,0.165402267086,0.142042513817,0.118737270193
65,0.374793217008,0.116352567085,0.0843433872614,0.0672173934528
66,0.640729380679,0.050826943185,0.0451768121906,0.0478767380205
67,0.449288974399,0.103868528749,0.0880453820235,0.0895094463132
68,0.369437670892,0.0825221114283,0.0480699584065,0.0619988685612
69,0.345667116467,0.133206424878,0.115030007327,0.111075805657
70,0.360176973603,0.128319196845,0.128669987798,0.135369462059
