ID,base model error,source model error,adapted model error,target model error
1,0.40294240321901115,0.10936390954506764,0.043190751282577336,0.05997065952930271
2,0.551642826795578,0.05225758986636085,0.03649429931158712,0.0576111618224112
3,0.3710668050689697,0.02591641038621083,0.02155654822289076,0.03537301022013393
4,0.29960844297075273,0.28310212841015375,0.14590002671914798,0.08545616393290793
5,0.3614708220724626,0.04469854172452778,0.04241881114163974,0.035496591990167074
6,0.663869548848629,0.07179400889355983,0.05837549418954998,0.05144235825987823
7,0.9184885621070862,0.21051995527347858,0.06816016147681883,0.07694843204876775
8,0.3374971462620629,0.08137764406496723,0.048193310941926394,0.06693936835521504
9,0.2835583457114962,0.130026302122274,0.08324304769476647,0.0827629190795637
10,0.4496026802666982,0.05779894274649381,0.0527031516058259,0.06589351329691061
