ID,base model error,source model error,adapted model error,target model error
41,0.761905714286,0.104215384457,0.089315181142,0.118940973676
42,0.915522540498,0.103008931008,0.0490839829813,0.060645398214
43,0.201935499962,0.116341387223,0.0418904191222,0.0487460027697
44,0.619093386923,0.039881530544,0.0348642465453,0.0485138588162
45,0.596481572151,0.0761639534253,0.0599587895962,0.0520425008409
46,0.554816146569,0.104280621494,0.0908943206416,0.0865308269006
47,0.0446251236839,0.0675287848545,0.0486964430823,0.0741778418564
48,0.44996640064,0.0622137164093,0.0381205636994,0.0497706948071
49,0.664257846496,0.090191079137,0.061817400894,0.0565562107717
50,0.117960071564,0.0262705403342,0.0255726885191,0.0429499215103
