ID,base model error,source model error,adapted model error,target model error
81,0.448752380162,0.185624961088,0.136937114684,0.0749752226394
82,0.949656039599,0.0596678694149,0.0594880595139,0.068889529591
83,0.352923670952,0.0758139567898,0.0670294907735,0.0510471093558
84,0.474524560801,0.22426903654,0.0848236749118,0.0729745929684
85,0.808248277792,0.276879731839,0.132754387734,0.0776703784952
86,0.271847819381,0.0423526570131,0.0438019927289,0.0573907843005
87,0.374529478175,0.0502542201274,0.0533527518929,0.0414983780009
88,0.288911458804,0.136185288264,0.08317192204,0.0664861073984
89,0.70460586369,0.0400433019927,0.0447348928497,0.041886517049
90,0.421658080276,0.0657133444272,0.0501878539177,0.042121773995
