21,10.708,5.0253,4.0318,2.7837
23,7.2643,3.15,3.1744,1.4783
31,5.476,3.7946,3.5311,2.5955
72,6.0025,4.8174,4.5178,2.6092
89,7.5073,4.9457,4.4165,2.8203
120,5.7344,3.0462,2.1022,1.7546
130,7.3554,4.3255,3.3934,2.5193
172,3.3051,3.2734,2.3086,1.7502
186,9.3166,7.9731,7.1353,3.9817
257,9.9504,9.2904,6.8774,2.5568
260,3.4247,2.1819,2.0964,2.1442
295,9.589,5.5866,4.2629,1.5543
298,5.0987,3.3182,3.1289,2.8694
301,9.2991,4.8249,3.7906,1.1845
359,5.7372,4.9028,4.5215,2.1323
382,6.6416,4.6807,4.0245,2.2808
413,5.9356,4.2568,3.7275,2.9208
419,4.0703,3.0202,2.6937,1.7987
441,2.5941,2.4354,2.6011,2.7573
610,4.4413,3.1793,2.8464,1.7466
618,5.9495,4.6478,4.3563,2.5336
685,6.9477,6.0059,5.1438,4.4929
934,3.9254,3.9415,3.6765,1.5927
1232,3.914,2.1899,1.8696,1.4039
1261,9.5234,4.6724,3.4573,2.3554
