107,7.1058,8.1015,4.5647,3.2781
127,4.777,2.6347,1.9828,2.2481
150,6.2824,4.2262,3.2845,3.5388
169,3.6553,5.0712,3.6989,4.1376
200,13.468,13.631,8.3731,3.3628
307,6.422,7.4789,4.9177,2.4442
384,4.2909,5.4601,5.1538,5.3972
454,6.2069,4.7841,4.3186,3.8597
545,4.8761,3.9781,3.5799,2.5403
546,5.8955,8.7957,6.0925,3.582
644,9.2594,10.094,6.0091,1.6329
668,4.4648,4.4149,3.8689,1.7112
679,6.3815,7.562,4.4135,2.4467
722,7.922,10.203,5.6424,2.9913
741,9.3642,6.7757,5.2241,3.8906
800,11.321,11.2,6.5054,3.5914
919,7.5814,6.9395,5.2413,2.7384
1045,4.7047,6.2029,5.3608,3.7886
1072,3.2813,5.7217,5.1921,3.5801
1122,18.017,24.351,4.2828,4.2001
1155,4.3218,3.7203,3.6862,3.8239
1187,3.9545,5.27,3.9452,2.8954
1246,3.4328,6.2431,4.1695,3.9505
1269,6.0287,5.3156,2.7864,2.8838
1300,4.597,6.1988,5.3724,2.7358
1414,5.2275,3.5173,3.5296,2.8489
1418,5.1792,6.465,4.2724,2.2816
