107,3,7.5711,11.613,25.108,11.613,25.108,11.613,25.108
107,8.67,4.6215,13.231,9.3415,11.646,8.4916,2.1142,26.114
107,8.67,6.7441,13.144,15.344,8.2597,9.352,5.3327,9.3855
107,10.33,9.8328,11.867,23.79,4.6815,7.0304,4.3784,4.2784
107,11.33,10.179,9.2606,37.31,10.339,19.452,10.26,16.8
107,11.33,8.429,12.542,19.348,11.439,6.269,11.03,3.5677
107,8,3.5938,11.675,6.6214,11.253,6.551,5.431,28.083
107,8,11.005,10.021,33.81,10.319,4.7685,10.408,1.9082
107,11,2.6685,11.132,8.5409,8.9605,6.4352,6.5465,8.7065
107,11,4.6518,6.0637,40.706,6.0771,40.705,0.49768,54.584
107,11,4.4689,12.036,11.869,11.208,8.8044,9.6542,11.381
107,11,4.555,9.3894,31.038,9.0115,26.905,8.7176,25.706
107,13,7.8107,10.285,18.009,9.9386,12.836,8.3428,21.831
107,13,7.3498,11.761,29.744,11.392,22.034,9.9749,22.813
107,13,16.969,10.486,27.14,11.474,23.781,6.7619,39.559
107,13,19.179,9.417,27.797,11.558,9.7626,10.504,10.725
107,13,17.001,14.281,15.476,14.907,15.014,4.3256,46.826
107,13,18.697,13.318,15.171,12.659,12.903,6.036,35.519
107,13,25.935,11.319,33.563,11.888,28.018,7.1727,34.856
107,13,28.236,12.013,35.895,13.059,10.645,10.974,9.9863
107,13,30.558,12.128,36.543,12.713,10.631,10.756,9.6572
127,10.67,9.0921,0.0059701,57.575,0.0059701,57.575,0.0059701,57.575
127,12,5.4202,6.8331,4.3053,6.8331,4.3053,7.9021e-21,54.707
127,15.67,9.5289,0.00080382,57.575,0.60067,57.392,0.6002,54.525
127,15.67,10.529,6.0056e-05,57.575,0.00083111,57.575,0.00077152,54.707
127,14,4.4396,7.3496,7.2509,7.8678,7.2076,5.6494,41.946
127,14,8.8128,0.0088062,57.574,0.46574,57.467,0.45721,54.599
127,9,3.5831,7.8417,8.1693,10.673,6.7431,10.951,13.369
127,9,11.834,0.0014354,57.575,1.1941,57.352,1.1933,54.484
