ground truth,base model mu,source model mu,adapted model mu,target model mu
0.96667,0.2106916606426239,0.9683606450651805,0.968360645065,0.968360645065
1.0,0.21764063835144043,0.9680077881382765,0.966976431983,0.924158151093
1.0,0.0,0.9543907595427061,0.965256651676,0.946888221739
1.0,0.36090824007987976,0.9792426646288419,0.997962144071,0.943749186443
1.0,0.44359225034713745,0.9819999941032194,1.00140561077,0.972871823919
1.0,0.3345992863178253,0.9461016379087965,0.964701064369,0.985037342359
0.93333,0.35681402683258057,0.9434773116990218,0.971187226292,0.991194354441
0.93333,0.7959182858467102,0.8577851856302932,0.877574263663,0.901853495997
1.0,0.798615038394928,0.8541671030266933,0.908331865543,0.925005000427
1.0,0.8084478378295898,0.8318352179628938,0.832189389418,0.812344562279
0.93333,0.8508163094520569,0.8404266103704536,0.854873053606,0.976986104135
0.93333,0.8854290246963501,0.8081290809030293,0.824817647104,0.956757898407
0.96667,0.9105172157287598,0.8189274367440689,0.843347525306,0.947898323832
0.96667,1.1286718845367432,0.9230004775616507,0.95356663956,0.953733617664
0.96667,1.1796196699142456,0.9353597935760831,0.966385598835,0.957683889867
0.96667,0.9058344960212708,0.8620721825521436,0.885149916795,0.954092553122
0.96667,0.9366008639335632,0.8697047537178264,0.896968719525,0.958220296536
0.96667,0.9688803553581238,0.8780351206729442,0.908666930341,0.960321054936
0.96667,0.9978124499320984,0.8856048522137705,0.918931567108,0.961392838648
0.96667,1.0264232158660889,0.8934925620014234,0.928960470627,0.961855309935
0.96667,1.0555216073989868,0.9026075922739736,0.939415129147,0.961916829813
