ID,base model error,source model error,adapted model error,target model error
51,1.0322065061378478,0.12565076986264653,0.06980891114802346,0.06759125110691895
52,0.420401748518149,0.09160108262815948,0.05254985666904823,0.05638085799380733
53,0.8182442699280049,0.1666331483133066,0.05294665519400654,0.08083925734579477
54,0.7066900557386875,0.15813302336824914,0.10733800223201755,0.08695604616566054
55,0.36069321729242804,0.36047395354817924,0.12183186578857816,0.10569286517095233
56,0.27711631177425383,0.06966745049530021,0.07177061259734975,0.06524492843883264
57,0.2504411775957454,0.0534565091722844,0.051774023980573874,0.061283748528627544
58,0.2327051182126999,0.1631034633350035,0.07484272145364637,0.07543268606913268
59,0.3969215080833435,0.042526253150601684,0.03971904804164246,0.0765231652446271
60,0.29366756475968797,0.1266379237117171,0.10175068239097466,0.05977281406626296
