ground truth,base model mu,source model mu,adapted model mu,target model mu
1.0,0.05042686313390732,0.9141260736794035,0.914126073679,0.914126073679
0.93333,0.0,0.8236250983935669,0.867859174215,0.911884885551
0.93333,0.0,0.8322937648739206,0.905492387065,0.926624581457
0.96667,0.0,0.8045625946732944,0.896464576895,0.904958098491
0.96667,0.0,0.8991254535544773,1.02864297822,0.961517506288
0.93333,0.0,0.7691661110869106,0.884897765137,0.944625892014
0.93333,0.5765933394432068,0.9308268037732947,0.93340641505,0.752617334748
1.0,0.7663615942001343,0.977185862017107,0.984730537704,0.935661427102
1.0,0.5348372459411621,0.910111272326052,0.918986507746,0.993321076455
1.0,0.6751493215560913,0.9100972049413816,0.936445358998,0.99054606408
1.0,1.0196446180343628,0.9859390089345759,1.00506380154,0.964884391441
