ID,base model error,source model error,adapted model error,target model error
21,0.6804798032887778,0.06614799439368546,0.057764732412178485,0.07141170800324513
22,0.3191184042878584,0.02712710654710386,0.030946860483390914,0.04183458614141837
23,0.2913156824376366,0.13204828787678718,0.08051754089897628,0.09652208983036764
24,0.46777300139832495,0.11313872668887903,0.10867354867910203,0.09332710917140105
25,0.41203535169363026,0.06486541821678776,0.06478456651567473,0.07331012281976032
26,0.45182911502838136,0.05482582902311673,0.04999333157618659,0.04095730926041341
27,0.2737570428189364,0.03722807271791924,0.037992688719893364,0.05150972895982522
28,0.7120685469570758,0.1705751757948632,0.10242835027134106,0.11718518369777767
29,1.2817419918696082,0.16350890490510972,0.07093099023765408,0.041147091618134964
30,0.480045329310894,0.08604802941756919,0.06466323063669518,0.05189974064753054
