ID,base model error,source model error,adapted model error,target model error
91,0.6414769589900969,0.10001678171270192,0.04116817430773569,0.03217755397840394
92,0.5748381279383765,0.14569496549957403,0.09955531883281037,0.09730995799637156
93,0.6850830727153354,0.13383449090381075,0.05846405159195004,0.0722138160105878
94,0.3173879397873084,0.05346530203557575,0.049499194050284086,0.06245981742874906
95,0.3188536254093382,0.1541378630183508,0.059192946841735566,0.0572258904929221
96,0.5951769200238316,0.14272941435138967,0.08963040335111595,0.05179951342185624
97,0.7239532109342888,0.08620954993420053,0.08868333792424855,0.05155309460773813
98,0.8632222025724432,0.056215094664431045,0.04669810064971955,0.052088023133267394
99,0.2820167795172605,0.16455417988408175,0.07466002383383262,0.07362740175993607
100,0.31682751863499486,0.06642768279316287,0.0703781131149201,0.08771862469242037
