ID,base model error,source model error,adapted model error,target model error
71,0.3546323345432282,0.10382722219290266,0.056955569747581605,0.06453929305213199
72,0.3594825372419755,0.08766046495805273,0.047505588888821754,0.06427051711192926
73,0.5361682913984193,0.16515759436647368,0.08123315283547108,0.10651481667838955
74,0.6574818294909266,0.09066147168622686,0.07996466067847394,0.0487884226005777
75,0.3901170901784897,0.17724676417890337,0.09366526040276749,0.054426081888965916
76,0.6345470748513395,0.19772314841309135,0.10697134780166015,0.12381927941607995
77,0.3804175318516625,0.039402621230221174,0.03686884652506642,0.07041650547508954
78,0.6461567784205351,0.21561447540969816,0.14701947608635454,0.08828001174354526
79,0.36640168284018837,0.12997881752521503,0.08311068658060518,0.0877154779251309
80,0.5110808319703737,0.12411730964369788,0.056367512754006054,0.08095971620120337
