ID,base model error,source model error,adapted model error,target model error
11,0.643903295796,0.0826909774315,0.0477064375794,0.0444076775201
12,0.505806386471,0.136885013023,0.0595918891607,0.100350435955
13,0.685855632073,0.116287267735,0.0927038035766,0.0876183652205
14,0.349429375104,0.0392575233604,0.0389087735778,0.0479378561263
15,0.149030012974,0.152551890661,0.071641287723,0.0893662893158
16,0.843520811593,0.257051062762,0.200946100023,0.187055214975
17,0.262315094968,0.0912153995745,0.0747095113611,0.0652218354473
18,0.708392152246,0.105063883864,0.0725715337057,0.0577564022825
19,0.59042304172,0.153489050853,0.0739575997509,0.0518606871382
20,0.783465110303,0.106681478314,0.0455741157435,0.0700377558494
