ID,base model error,source model error,adapted model error,target model error
1078,0.210119607051,0.15852447256,0.106955112917,0.0741166836688
1097,1.11673693139,0.0967107558902,0.0930779791251,0.0639635939576
1098,0.423848592319,0.271383387718,0.105332236246,0.0938791228501
1122,0.9472225,0.554937584824,0.1382507893,0.116640202451
1123,0.688201226107,0.137128814745,0.0755846890683,0.0851487448944
1155,0.506057382531,0.374414824303,0.153660444563,0.0988415394818
1186,0.393191537372,0.115148569871,0.0683235104161,0.0671393712029
1187,0.642873715499,0.0526988427197,0.0556100936345,0.0682486983546
1232,0.790081567764,0.184931075037,0.0941327946525,0.0697405013462
1246,0.895137320812,0.305203658981,0.108702170716,0.106999052668
