ID,base model error,source model error,adapted model error,target model error
906,1.89128163451,0.0687718836274,0.071296972112,0.0588213251455
919,1.8591119331,0.0632332567054,0.0712320356113,0.0719454438985
934,2.12246770985,0.173101508505,0.125598807105,0.107223163828
952,1.14294996262,0.147943061505,0.091361468127,0.0537430155944
972,2.25523289339,0.310324407951,0.152903193882,0.092392112276
984,1.23765820514,0.242067152769,0.117909728802,0.124060456252
985,1.42954520662,0.389558369336,0.205876039858,0.139880676897
994,1.48792499165,0.0738680623044,0.0602800921255,0.053556725742
1045,1.94341491953,0.0359062032404,0.0366199412711,0.0704403133446
1072,2.16790601262,0.124127982399,0.0529802553955,0.0679090632477
