ID,base model error,source model error,adapted model error,target model error
388,2.47109694837,0.119323926543,0.128466013034,0.152242399341
413,1.74220764874,0.137931401694,0.0693438481269,0.0503387781501
419,2.32826219922,0.126427095746,0.0586504174868,0.0556767491218
441,1.87049799329,0.377508235189,0.137781958543,0.134487236671
454,1.73196583906,0.278851759289,0.143314191698,0.0776610339646
539,0.248110326377,0.211502182735,0.131649308182,0.134357012607
545,1.19045965558,0.0801827617271,0.0898642899062,0.0637009691872
546,1.37571507714,0.259159247904,0.116931298085,0.0570285036243
548,0.964116901436,0.251096965907,0.125528738831,0.0733536684514
610,1.31634031068,0.081223473517,0.0616456410222,0.0341094403393
