107,3,4.8868,10.086,2.6997,10.086,2.6997,10.086,2.6997
107,8.67,0.88328,10.086,2.6997,10.038,2.6996,2.733,2.4431
107,8.67,5.9634,10.086,2.6997,10.029,2.6995,5.5633,1.2784
107,10.33,10.962,10.086,2.6997,10.021,2.6994,6.5662,0.86572
107,11.33,9.7521,10.086,2.6997,10.023,2.6993,7.4847,0.65445
107,11.33,6.7618,10.086,2.6997,10.031,2.6991,8.239,0.52607
107,8,0.69526,10.086,2.6997,10.039,2.699,8.746,0.4398
107,8,11.144,10.086,2.6997,10.026,2.6989,8.6409,0.37783
107,11,0.6469,10.086,2.6997,10.013,2.6988,8.5617,0.33117
107,11,1.4043,10.086,2.6997,10.02,2.6987,8.8297,0.29477
107,11,1.3499,10.086,2.6997,10.026,2.6986,9.0447,0.26558
107,11,0.86575,10.086,2.6997,10.032,2.6985,9.2208,0.24165
107,13,2.6662,10.086,2.6997,10.038,2.6984,9.3679,0.22167
107,13,1.7079,10.086,2.6997,10.056,2.6983,9.6452,0.20475
107,13,9.9333,1.3072,29.982,1.3072,29.982,0,27.455
107,13,11.563,1.431,29.573,1.4365,29.573,0.0099809,27.455
107,13,8.8242,1.1058,29.596,1.1058,29.596,3.6894e-12,27.455
107,13,9.082,2.7553,26.147,2.7473,26.147,0.006507,27.455
107,13,16.602,1.181,29.986,1.181,29.986,2.4975e-27,27.455
107,13,18.319,2.9427,27.257,2.9414,27.257,0.010034,27.455
107,13,20.04,0.51258,29.888,0.52107,29.888,0.0099379,27.455
127,10.67,6.6227,10.086,2.6997,10.086,2.6997,10.086,2.6997
127,12,0.60822,10.086,2.6997,10.09,2.6996,9.7205,2.4431
127,15.67,8.0744,10.086,2.6997,10.102,2.6995,10.807,1.2784
127,15.67,11.196,10.086,2.6997,10.139,2.6994,12.377,0.86572
127,14,0.46237,10.086,2.6997,10.175,2.6993,13.181,0.65445
127,14,8.5002,10.086,2.6997,10.2,2.6991,13.341,0.52607
127,9,0.40698,10.086,2.6997,10.224,2.699,13.449,0.4398
127,9,9.3474,10.086,2.6997,10.217,2.6989,12.823,0.37783
127,10.33,0.28497,10.086,2.6997,10.209,2.6988,12.35,0.33117
127,10.33,12.208,10.086,2.6997,10.21,2.6987,12.128,0.29477
127,11,0.83457,10.086,2.6997,10.21,2.6986,11.95,0.26558
127,11,2.5449,10.086,2.6997,10.215,2.6985,11.865,0.24165
127,9,1.2303,10.086,2.6997,10.22,2.6984,11.793,0.22167
127,9,1.8721,10.086,2.6997,10.213,2.6983,11.58,0.20475
127,10,2.441,10.086,2.6997,10.205,2.6982,11.397,0.19023
127,10,3.1956,10.086,2.6997,10.204,2.6981,11.304,0.17763
127,11,5.4248,12.864,7.3061,12.864,7.3061,6.6617,17.841
127,11,3.6709,10.086,2.6997,10.203,2.698,11.244,0.16611
127,15,13.204,9.0194,21.023,9.0194,21.023,0,27.455
127,15,11.189,2.5461,29.269,2.5557,29.269,0.014807,27.454
127,10,18.607,6.0132,25.182,6.0132,25.182,3.2693e-25,27.455
150,22.33,11.611,7.7881e-14,30.136,7.7881e-14,30.136,7.7881e-14,30.136
150,22,2.8228,10.086,2.6997,10.086,2.6997,0,27.455
150,20.33,10.142,1.855e-18,30.136,1.7073e-15,30.136,1.7054e-15,27.455
150,24,11.085,4.4249e-10,30.136,0.00092379,30.136,0.00092379,27.455
150,24.67,13.889,5.4868e-36,30.136,5.4868e-36,30.136,0,27.455
150,24.67,13.382,1.6703e-15,30.136,0.24339,30.132,0.24339,27.451
150,23,2.6505,10.086,2.6997,10.165,2.6996,20.042,2.4431
150,23,14.23,2.3521e-33,30.136,1.2484e-15,30.136,1.2484e-15,27.455
150,23,3.2452,10.425,2.9426,10.567,2.9424,21.307,1.6321
150,23,8.7855,5.9416,27.51,5.9416,27.51,0,27.455
150,26,10.432,4.3392,29.086,4.3222,29.086,0.017658,27.455
150,26,13.333,0.0089461,30.136,0.0089459,30.136,5.1454e-16,27.455
150,31,10.377,4.8812,27.945,4.889,27.945,2.2028e-05,27.455
150,31,21.435,1.5865,30.021,1.5865,30.021,0,27.455
150,31,16.402,2.4853,29.468,2.514,29.468,0.13511,27.454
150,31,23.058,10.797,19.855,10.797,19.855,1.6596e-41,27.455
150,35,19.847,5.673,24.229,5.6734,24.229,0.00075856,27.455
150,35,29.509,0,30.136,0,30.136,0,27.455
150,29,30.293,0.9413,30.094,1.3581,30.088,0.49574,27.447
150,29,33.672,0.12466,30.135,0.12466,30.135,0,27.455
150,35,30.583,2.7989,29.907,3.7373,29.872,1.0029,27.417
169,19.67,8.8268,1.58,29.884,1.58,29.884,1.58,29.884
169,7.67,2.7552,10.119,2.7036,10.115,2.7036,1.3258,27.318
169,8.33,6.266,10.086,2.6997,10.07,2.6996,7.1022,2.4492
169,9,5.6806,10.086,2.6997,10.058,2.6995,7.6883,1.2801
169,11.67,7.4432,5.1512,26.761,13.226,20.806,11.134,18.767
169,11.67,8.7428,2.2817,29.692,9.8927,17.381,10.011,14.742
169,10,5.2186,2.3804,29.472,2.3804,29.472,0,27.455
169,10,11.937,0.092847,30.135,5.7939,26.836,5.9044,24.157
169,12.67,6.797,3.6437,27.362,3.6437,27.362,6.1369e-08,27.455
169,12.67,10.683,1.4128e-36,30.136,1.4128e-36,30.136,0,27.455
169,9,6.2041,4.0805,29.086,4.0628,29.086,0.011477,27.455
169,9,8.2275,0.76143,30.093,0.76595,30.093,0.021022,27.455
169,9,12.655,1.2083,30.019,1.2083,30.019,1.4714e-43,27.455
169,9,10.066,0.12745,30.136,0.1272,30.136,0.00012452,27.455
169,15,15.986,1.7943,29.835,1.7944,29.835,4.1285e-12,27.455
169,15,17.653,2.9949,29.286,3.2351,29.258,0.28985,27.423
169,14,17.453,6.8326,25.962,10.907,23.443,5.4651,24.334
169,14,18.9,5.7265,27.805,7.888,26.149,4.5825,24.582
169,19,20.347,7.4058,24.865,10.993,22.663,4.5571,24.673
169,19,26.126,1.4292,30.005,1.4292,30.005,9.9737e-30,27.455
169,19,26.37,2.4528,29.743,10.465,23.505,8.7688,21.036
200,15.67,9.264,10.086,2.6997,10.086,2.6997,10.086,2.6997
200,1.67,1.5392,10.086,2.6997,10.123,2.6996,14.276,2.4431
200,10,7.9702,10.086,2.6997,10.067,2.6995,8.2663,1.2784
200,7,10.262,10.086,2.6997,10.067,2.6994,8.826,0.86572
200,5.33,9.9904,10.086,2.6997,10.047,2.6993,8.3804,0.65445
200,5.33,9.9655,10.086,2.6997,10.016,2.6991,7.782,0.52607
200,6.33,0.53761,10.086,2.6997,9.9857,2.699,7.3799,0.4398
200,6.33,10.315,10.086,2.6997,9.9622,2.6989,7.2319,0.37783
200,5,0.77948,10.086,2.6997,9.9391,2.6988,7.1206,0.33117
200,5,10.545,10.086,2.6997,9.9079,2.6987,6.8875,0.29477
200,5,1.043,10.086,2.6997,9.877,2.6986,6.7006,0.26558
200,5,2.8568,10.086,2.6997,9.8465,2.6985,6.5473,0.24165
200,10,3.6613,10.086,2.6997,9.8165,2.6984,6.4194,0.22167
200,10,1.8437,10.086,2.6997,9.8176,2.6983,6.6928,0.20475
200,5,4.3549,10.086,2.6997,9.8187,2.6982,6.9274,0.19023
200,5,0.82095,10.086,2.6997,9.7893,2.6981,6.7997,0.17763
200,8,4.9135,10.086,2.6997,9.7603,2.698,6.6879,0.16659
200,8,4.2954,10.086,2.6997,9.7497,2.6979,6.7647,0.15685
200,6,11.282,0.01306,30.136,0.013057,30.136,3.2134e-06,27.455
200,6,4.3048,10.086,2.6997,9.7392,2.6978,6.8329,0.14818
200,6,13.074,2.6271e-05,30.136,0.00036516,30.136,0.00033962,27.455
307,21,7.5455,10.086,2.6997,10.086,2.6997,10.086,2.6997
307,19.67,1.4492,10.086,2.6997,10.158,2.6996,19.131,2.4431
307,15.67,8.1744,10.086,2.6997,10.221,2.6995,19.388,1.2784
