ID,base model error,source model error,adapted model error,target model error
298,1.17810953764,0.287054292744,0.0972949222047,0.0859239586989
301,1.48109777479,0.082508278273,0.0923968519773,0.0664569809849
307,1.21108617483,0.17683606388,0.0657783515822,0.0657992460487
331,0.717455584758,0.294817205845,0.113716705571,0.0989295877424
359,2.6773152533,0.0985040037743,0.0759834607369,0.0616410049969
361,1.27923158416,0.0847131553564,0.0996932883314,0.121984004551
376,0.995826221933,0.178702394791,0.0831133386117,0.0853145820294
378,1.7161803776,0.161674942803,0.107142991056,0.125500796419
382,1.91301739011,0.105367778165,0.0624130240138,0.0579071261361
384,1.75030303738,0.157419762713,0.0676431129303,0.0590045304588
