21,5.6898,2.9021,2.9088
23,1.1758,1.2812,1.4322
31,2.1189,2.0621,2.415
72,2.3507,2.4757,2.4718
89,2.2481,2.3928,2.9459
120,2.771,2.1499,1.7314
130,2.6781,2.5744,2.5435
172,2.4366,1.8751,1.6761
186,4.9552,4.7266,4.1254
257,2.5373,2.1644,2.379
260,3.0183,2.5354,2.11
295,0.88902,1.0853,1.5714
298,2.8616,2.7407,2.9822
301,3.4521,2.9754,1.2441
359,2.6533,2.6715,2.098
382,4.0121,3.8245,2.3685
413,3.676,3.5511,3.0908
419,2.7939,2.8438,1.9861
441,4.2177,4.147,3.0116
610,2.1479,1.7709,1.9621
618,3.3815,3.6811,2.6162
685,3.3459,3.1222,4.4435
934,1.9263,1.8868,1.6993
1232,1.3293,1.233,1.4294
1261,1.9841,2.0796,2.1941
