51,3.7377,3.6808,5.8111
61,4.9038,3.9426,6.5579
108,7.8381,8.4879,8.8132
112,3.3481,2.695,3.2453
123,3.2958,3.0474,4.3519
126,4.2131,4.4631,6.095
135,4.4636,3.9487,3.9086
142,3.9733,4.075,4.0508
214,4.4624,4.7312,7.5453
256,7.6573,8.5169,7.7595
259,3.4437,3.4776,4.7466
269,7.3586,7.8449,11.389
276,3.6759,3.7898,2.907
331,1.4773,1.7595,6.2177
361,5.9501,4.5505,6.0233
376,3.9713,3.3699,3.5767
378,5.9603,6.2122,10.872
388,6.9334,6.3153,6.7049
539,3.806,4.5397,5.5745
548,5.0891,4.9479,7.4785
626,3.9749,3.5939,3.5027
649,5.1103,5.3683,5.2273
658,2.2507,2.3083,2.4883
671,4.5401,4.7905,7.8296
698,4.9553,4.7606,5.9532
729,2.1351,2.3726,6.0299
752,4.8673,4.0511,4.9036
778,4.063,3.3975,4.7157
830,5.1209,2.5764,1.7055
835,5.4271,2.5978,2.8844
869,3.2385,3.4174,6.4125
887,8.6884,8.5158,13.721
906,6.2126,6.2012,7.4282
952,3.187,2.0961,4.1692
972,3.4826,3.6635,3.1992
984,9.2117,8.8939,11.163
985,3.2264,3.2263,4.5844
994,5.5587,5.3368,8.4392
1078,2.7034,2.8025,3.847
1097,4.3215,3.4835,3.1087
1098,2.9502,2.9633,4.5154
1123,4.2296,3.5675,5.6978
1186,5.3563,5.3584,5.314
1268,3.0018,2.7182,3.0577
1318,7.9197,7.573,9.4024
1346,3.8195,3.1559,3.4051
1351,7.5192,6.3134,9.3983
1427,3.9822,4.2214,4.8199
